author,title,description,url,urlToImage,date,content,source.id,source.name,symbol,result
ETMarkets.com,Stock market update: Power stocks up as market rises,The 30-share BSE Sensex was  up  305.41 points at 69827.1,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-up-as-market-rises/articleshow/105828462.cms,"https://img.etimg.com/thumb/msid-83769615,width-1200,height-630,imgsize-98874,overlay-etmarkets/photo.jpg",2023-12-08,"NEW DELHI: Power stocks were trading higher on Friday at 10:04AM KKV Agro Powers Ltd.(up 5.33%), Karma Energy(up 4.95%), Indowind Energy(up 4.93%), Power &amp; Instrumentation(Gujarat)(up 4.90%), Ene… [+1381 chars]",the-times-of-india,The Times of India,LT,0.0
ETMarkets.com,Stock market update: Fertilisers stocks down as market rises,The 30-share BSE Sensex was  up  2.03 points at 69930.56,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fertilisers-stocks-down-as-market-rises/articleshow/105922171.cms,"https://img.etimg.com/thumb/msid-83772914,width-1200,height-630,imgsize-273990,overlay-etmarkets/photo.jpg",2023-12-12,"NEW DELHI: Fertilisers stocks were trading lower on Tuesday at 10:55AM Nagarjuna Fertilizers &amp; Chem(up 2.04%), Mangalore Chemicals &amp; Fertilizers(up 0.97%), Chambal Fertilisers &amp; Chemicals… [+1499 chars]",the-times-of-india,The Times of India,LT,1.0
ETMarkets.com,Stock market update: Power stocks up as market falls,The 30-share BSE Sensex closed  down  170.12 points at 72240.26,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-up-as-market-falls/articleshow/106485961.cms,"https://img.etimg.com/thumb/msid-83800143,width-1200,height-630,imgsize-287158,overlay-etmarkets/photo.jpg",2024-01-02,"NEW DELHI: Power shares closed lower in the Tuesday's session. KPI Green Energy(up 10.00%), Kalpataru Projects International(up 7.85%), Transformers and Rectifiers(India)(up 7.60%), Inox Wind Energy(… [+1498 chars]",the-times-of-india,The Times of India,LT,1.0
ETMarkets.com,Stock market update: Fertilisers stocks down as market rises,The 30-share BSE Sensex was  up  136.46 points at 72174.89,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fertilisers-stocks-down-as-market-rises/articleshow/106339260.cms,"https://img.etimg.com/thumb/msid-83772914,width-1200,height-630,imgsize-273990,overlay-etmarkets/photo.jpg",2023-12-28,"NEW DELHI: Fertilisers stocks were trading lower on Thursday at 10:39AM Bohra Industries(up 4.94%), Agro Phos(up 1.01%), Chambal Fertilisers &amp; Chemicals(up 0.70%), Madhya Bharat Agro Products(up … [+1488 chars]",the-times-of-india,The Times of India,LT,1.0
ETMarkets.com,Stock market update: Power stocks up as market rises,The 30-share BSE Sensex closed  up  371.95 points at 72410.38,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-up-as-market-rises/articleshow/106353224.cms,"https://img.etimg.com/thumb/msid-77646325,width-1200,height-630,imgsize-71505,overlay-etmarkets/photo.jpg",2023-12-28,"NEW DELHI: Power shares closed higher in the Thursday's session. Energy Development Company(up 4.83%), KPI Green Energy(up 4.30%), DPSC(up 4.24%), Suzlon Energy(up 2.97%), CESC(up 2.82%), Power &amp;… [+1432 chars]",the-times-of-india,The Times of India,LT,1.0
ETMarkets.com,Stock market update: FMCG stocks up as market rises,The 30-share BSE Sensex was  up  299.55 points at 69821.24,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fmcg-stocks-up-as-market-rises/articleshow/105828905.cms,"https://img.etimg.com/thumb/msid-78620279,width-1200,height-630,imgsize-275381,overlay-etmarkets/photo.jpg",2023-12-08,"NEW DELHI: FMCG stocks were trading higher on Friday at 10:19AM Future Consumer(up 6.25%), JHS Svendgaard Laboratories(up 6.18%), ADF Foods(up 1.87%), Bikaji Foods International(up 1.00%), Dangee Dum… [+1456 chars]",the-times-of-india,The Times of India,LT,0.0
ETMarkets.com,Stock market update: FMCG stocks down as market falls,The 30-share BSE Sensex was  down  309.35 points at 69241.68,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fmcg-stocks-down-as-market-falls/articleshow/105951487.cms,"https://img.etimg.com/thumb/msid-83549420,width-1200,height-630,imgsize-22674,overlay-etmarkets/photo.jpg",2023-12-13,"NEW DELHI: FMCG stocks were trading lower on Wednesday at 10:50AM Future Consumer(up 5.26%), Mrs Bectors Food Specialities(up 2.27%), Emami(up 1.70%), Colgate Palmolive(India)(up 1.43%), JHS Svendgaa… [+1423 chars]",the-times-of-india,The Times of India,LT,0.0
ETMarkets.com,Stock market update: Power stocks mixed as market rises,The 30-share BSE Sensex was  up  171.8 points at 72210.23,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-mixed-as-market-rises/articleshow/106338835.cms,"https://img.etimg.com/thumb/msid-83771694,width-1200,height-630,imgsize-185726,overlay-etmarkets/photo.jpg",2023-12-28,"NEW DELHI: Power stocks were trading mixed on Thursday at 10:24AM DPSC(up 8.49%), KPI Green Energy(up 4.93%), Energy Development Company(up 4.83%), CESC(up 3.81%), Inox Wind Energy(up 3.24%), Torrent… [+1419 chars]",the-times-of-india,The Times of India,LT,1.0
ETMarkets.com,Stock market update: Fertilisers stocks up as market falls,The 30-share BSE Sensex was  down  170.12 points at 72240.26,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fertilisers-stocks-up-as-market-falls/articleshow/106469570.cms,"https://img.etimg.com/thumb/msid-77922857,width-1200,height-630,imgsize-132855,overlay-etmarkets/photo.jpg",2024-01-02,"NEW DELHI: Fertilisers stocks were trading higher on Tuesday at 10:49AM Agro Phos(up 11.74%), Sikko Industries(up 4.99%), Bohra Industries(up 4.90%), Nagarjuna Fertilizers &amp; Chem(up 2.79%), ZUARI… [+1547 chars]",the-times-of-india,The Times of India,LT,1.0
ETMarkets.com,Stock market update: Power stocks up as market falls,The 30-share BSE Sensex was  down  170.12 points at 72240.26,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-up-as-market-falls/articleshow/106470578.cms,"https://img.etimg.com/thumb/msid-81699096,width-1200,height-630,imgsize-194573,overlay-etmarkets/photo.jpg",2024-01-02,"NEW DELHI: Power stocks were trading higher on Tuesday at 11:05AM KPI Green Energy(up 10.00%), Kalpataru Projects International(up 7.85%), Transformers and Rectifiers(India)(up 7.60%), Inox Wind Ener… [+1482 chars]",the-times-of-india,The Times of India,LT,1.0
ETMarkets.com,Stock market update: Fertilisers stocks up as market falls,The 30-share BSE Sensex closed  down  170.12 points at 72240.26,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fertilisers-stocks-up-as-market-falls/articleshow/106486545.cms,"https://img.etimg.com/thumb/msid-83608600,width-1200,height-630,imgsize-23742,overlay-etmarkets/photo.jpg",2024-01-02,"NEW DELHI: Fertilisers shares closed lower in the Tuesday's session. Agro Phos(up 11.74%), Sikko Industries(up 4.99%), Bohra Industries(up 4.90%), Nagarjuna Fertilizers &amp; Chem(up 2.79%), ZUARIAGR… [+1607 chars]",the-times-of-india,The Times of India,LT,1.0
BL Internet Desk,"Share Market Highlights 22 December 2023: Sensex climbs 241 pts to settle at 71,106; Nifty closes at 21,349","Sensex, Nifty updates 22 December 2023 - Find here all the live updates related to Sensex, Nifty, BSE, NSE, share prices and Indian stock markets for 22 December 2023. --  Sensex, Nifty, Share Prices : Positive global trends propel Sensex and Nifty upward on …",https://www.thehindubusinessline.com/markets/stock-market-highlights-22-december-2023/article67662064.ece,https://bl-i.thgim.com/public/incoming/tgsphr/article67656820.ece/alternates/LANDSCAPE_1200/stock%20market%20share%20market%20live%20updates.jpg,2023-12-22,"<li></li>
December 22, 2023 16:09Stock markets climb for 2nd day on buying in IT shares
Stock markets extended gains for a second day on Friday following buying in IT stocks and firm trends in the … [+45854 chars]",,BusinessLine,LT,0.0
SkyQuest Technology Consulting Pvt. Ltd.,Water Treatment Chemicals Market to Worth USD 40.34 Billion by 2030 | Skyquest Technology,"Water treatment chemicals market is segmented on the basis of application, type, end user. By type, the market is segmented into coagulants, ph adjusters & softeners, flocculants, biocides & disinfectants, scale inhibitors & dispersants, corrosion inhibitors,…",https://www.globenewswire.com/news-release/2024/01/05/2804705/0/en/Water-Treatment-Chemicals-Market-to-Worth-USD-40-34-Billion-by-2030-Skyquest-Technology.html,https://ml.globenewswire.com/Resource/Download/c673c6fa-f0e7-47bf-8490-fe528c593820,2024-01-05,"Westford, USA, Jan. 05, 2024 (GLOBE NEWSWIRE) -- According to SkyQuest, the water treatment chemicals market
 expansion can be attributed to the growing demand for various industries such as sugar p… [+6572 chars]",,GlobeNewswire,LT,0.0
Vidya Sreedhar,Year-ender 2023: Who all moved my stocks in a record-breaking year?,"Year-ender 2023: This tug-of-war between the bulls and the bears on Dalal Street was influenced by a zillion factors that unfolded during the course of the year. In this special year-ender 2023 section, ETMarkets has tried and wrapped all of those events. So,…",https://economictimes.indiatimes.com/markets/stocks/news/year-ender-2023-who-all-moved-my-stocks-in-a-record-breaking-year/articleshow/106243937.cms,"https://img.etimg.com/thumb/msid-106243947,width-1200,height-630,imgsize-24090,overlay-etmarkets/photo.jpg",2023-12-24,"For Dalal Street, the year 2023 was like one of filmmaker Karan Johars movies, filled with multi stars and bundles of emotions. Try rearranging the words in one of his famous movie titles Kabhi Khush… [+9385 chars]",the-times-of-india,The Times of India,LT,
BL Internet Desk,"Share Market Highlights 28 December 2023: Sensex climbs 371 pts, settles all-time high at 72,410; Nifty ends below 21,800","Sensex, Nifty updates on 28 December 2023 - Find here all the updates related to Sensex, Nifty, BSE, NSE, share prices and Indian stock markets for 24th July 2023- Sensex rose by 371.95 points (0.52%) to 72,410.38 and Nifty gained 123.90 points (0.57%) at 21,…",https://www.thehindubusinessline.com/markets/stock-market-highlights-28-december-2023/article67680214.ece,https://bl-i.thgim.com/public/news/lywti9/article67676360.ece/alternates/LANDSCAPE_1200/stock%20market%2027122023.jpg,2023-12-28,"<li></li>
December 28, 2023 16:13Financials drive Indian benchmarks to new record highs
Indias benchmark indexes hit fresh all-time highs on Thursday as strong domestic data lifted heavyweight fina… [+57890 chars]",,BusinessLine,LT,1.0
BL Internet Desk,"Share Market Highlights 27 December 2023: Sensex closes above 72,000; Nifty gains over 200 pts to settle at 21,654","Sensex, Nifty updates on 27 December 2023- Find here all the live updates related to Sensex, Nifty, BSE, NSE, share prices and Indian stock markets for 27 December 2023. -- Benchmark indices continue to advance from early trade gains. Sensex surged past 72,00…",https://www.thehindubusinessline.com/markets/stock-market-highlights-27-december-2023/article67676343.ece,https://bl-i.thgim.com/public/news/lywti9/article67676360.ece/alternates/LANDSCAPE_1200/stock%20market%2027122023.jpg,2023-12-27,"<li></li>
December 27, 2023 16:24Sensex scales 72k peak for first time; Nifty hits all-time high
Sensex and Nifty soared to fresh closing record highs on Wednesday, with the 30-share benchmark inde… [+64930 chars]",,BusinessLine,LT,0.0
ET Bureau,The Economic Times Awards for Corporate Excellence 2023: A look at the Indian winners league,​​The power-packed jury headed by Tata Sons chairman N Chandrasekaran picked external affairs minister S Jaishankar as Reformer of the Year for his stellar efforts in defending and furthering India’s economic and trade interests amid a geopolitical minefield.,https://economictimes.indiatimes.com/news/company/corporate-trends/the-economic-times-awards-for-corporate-excellence-2023-a-look-at-the-indian-winners-league/articleshow/106106431.cms,"https://img.etimg.com/thumb/msid-106106634,width-1200,height-630,imgsize-544431,overlay-economictimes/photo.jpg",2023-12-19,"An elite eight-member jury picked CK Venkataraman, managing director of Titan Co. Ltd, as Business Leader of the Year at The Economic Times Awards for Corporate Excellence 2023, recognising his contr… [+4114 chars]",the-times-of-india,The Times of India,LT,0.0
BL Internet Desk,"Share Market Highlights 01 January 2024: Sensex, Nifty end marginally higher; Nestle India gains 3%","Sensex, Nifty updates on 01 January 2024 – Equity benchmark indices Sensex and Nifty kicked off 2024 on a flat note, with the 30-share index closing with marginal gains following some buying in energy, services and telecom counters. In a highly volatile trade…",https://www.thehindubusinessline.com/markets/share-market-highlights-01-january-2024/article67692874.ece,https://bl-i.thgim.com/public/news/hj9qra/article67630988.ece/alternates/LANDSCAPE_1200/stock%20market%20canva%2001478.jpg,2024-01-01,"<li></li>
January 01, 2024 16:37Stock Market Today: Sensex, Nifty kick off 2024 on a flat note
Equity benchmark indices Sensex and Nifty kicked off 2024 on a flat note, with the 30-share index clos… [+53583 chars]",,BusinessLine,LT,1.0
BL Internet Desk,"Share Market Highlights 05 January 2024: Sensex climbs 178.58 pts to settle at 72,026; Nifty up 52.20 points at 21,711","Sensex, Nifty updates on 05 January 2024: India’s Sensex and Nifty, starting the day robustly to recapture lost ground ahead of significant earnings, now trade positively in a lacklustre session. Sensex climbed 178.58 points to 72,026.15, with Nifty up 52.20 …",https://www.thehindubusinessline.com/markets/stock-market-highlights-05-january-2024/article67706161.ece,https://bl-i.thgim.com/public/incoming/1f049y/article67695346.ece/alternates/LANDSCAPE_1200/Stock%20Market%20Live%20Today%20-%20Share%20Market.jpg,2024-01-05,"<li></li>
January 05, 2024 16:10Markets extend gains for 2nd session on fresh foreign fund inflows; IT stocks shine
Benchmark stock indices Sensex and Nifty closed higher for a second straight day … [+97284 chars]",,BusinessLine,LT,0.0
John Pike,MINISTRY OF DEFENCE - YEAR END REVIEW 2023,"2023 was a landmark year for Ministry of Defence (MoD) as giant strides were made towards realising the vision of the Government, led by Prime Minister Shri Narendra Modi, to create a strong, secure, self-reliant, and inclusive India",https://www.globalsecurity.org/wmd/library/news/india/2023/india-231222-india-pib03.htm,,2023-12-23,"MINISTRY OF DEFENCE - YEAR END REVIEW 2023
India - Press Information Bureau
Ministry of Defence
2023, a momentous year as giant strides made to realise PM Modi-led Govt's vision of a strong, secur… [+167223 chars]",,Globalsecurity.org,LT,
BL Internet Desk,"Share Market Highlights 08 December 2023: Sensex gains 300 pts, Nifty hovers around 21,000 as RBI maintains rates","Sensex, Nifty updates on 08 December 2023 – Benchmark Sensex and Nifty rebounded to close at their new lifetime highs on Friday after the Reserve Bank raised the growth forecast for the current fiscal and kept policy rates unchanged, triggering heavy buying i…",https://www.thehindubusinessline.com/markets/share-market-highlights-08-december-2023/article67615789.ece,https://bl-i.thgim.com/public/incoming/ygz620/article67615808.ece/alternates/LANDSCAPE_1200/Share%20Market%20Live.jpg,2023-12-08,"<li></li>
December 08, 2023 16:38Share Market Today: Stock markets hit new peaks as RBI upgrades growth forecast
Benchmark Sensex and Nifty rebounded to close at their new lifetime highs on Friday … [+66374 chars]",,BusinessLine,LT,0.0
BL Internet Desk,"Share Market Highlights 12 December 2023: Sensex sheds 377 pts; Nifty closes at 20,906","Sensex, Nifty updates| Find here all the updates related to Sensex, Nifty, BSE, NSE, share prices and Indian stock markets for 12 December  2023.  Benchmark stock indices closed lower on Tuesday due to profit taking by investors after a record-breaking rally …",https://www.thehindubusinessline.com/markets/stock-market-highlights-12-december-2023/article67627456.ece,https://bl-i.thgim.com/public/news/6jyn8a/article67627492.ece/alternates/LANDSCAPE_1200/stock%20market%20canva%20001456321.jpg,2023-12-12,"<li></li>
December 12, 2023 16:31Market news: Rupee closes 1 paisa lower at 83.38 against US dollar
The rupee consolidated in a narrow range and settled 1 paisa lower at 83.38 (provisional) against… [+54042 chars]",,BusinessLine,LT,1.0
Bloomberg,"Property wins big, Adani lags in stellar year for Indian stocks","Robust economic growth, an infrastructure push and a pause in interest-rate increases have helped propel its equity market to successive highs.",https://www.moneycontrol.com/news/business/property-wins-big-adani-lags-in-stellar-year-for-indian-stocks-11959711.html,https://images.moneycontrol.com/static-mcnews/2023/12/Stock-Market-1-7-770x433.jpg,2023-12-27,"Indian equities are set to end the year with a record winning streak, with the drivers of the rally transcending the nations largest companies.
Robust economic growth, an infrastructure push and a p… [+3725 chars]",,Moneycontrol,TATAMOTORS,0.0
Aroosa Ahmed,Tata Motors unveils Punch EV on electric acti.ev platform,"Tata Passenger Electric Mobility Ltd, a subsidiary of Tata Motors, has unveiled its first pure electric architecture — acti.ev (Advanced Connected Tech-Intelligent Electric Vehicle). Electric Punch will be the first  product on its pure electric architecture",https://www.thehindubusinessline.com/companies/tata-motors-unveils-punch-ev-on-electric-actiev-platform/article67709300.ece,https://bl-i.thgim.com/public/incoming/shphsa/article67709299.ece/alternates/LANDSCAPE_1200/C9DA472A-6F2E-4D7D-90E1-B4D2A2A20F67.jpeg,2024-01-05,"Tata Passenger Electric Mobility Ltd, a subsidiary of Tata Motors, has unveiled its first pure electric architecture acti.ev (Advanced Connected Tech-Intelligent Electric Vehicle). Electric Punch wil… [+1589 chars]",,BusinessLine,TATAMOTORS,1.0
Moneycontrol News,Top five most gained IPOs on listing day in 2023,"In 2023, some 57 Indian companies raised around Rs 49,000 crore through mainboard IPOs. And, 27 companies have already obtained the green light from the market regulator to float their public issues to raise around Rs 29,000 crore.",https://www.moneycontrol.com/news/photos/business/ipo/top-five-most-gained-ipos-on-listing-day-in-2023-11978831.html,https://images.moneycontrol.com/static-mcnews/2023/12/stocks5-3-770x433.jpg,2024-01-01,"India's benchmark Sensex and Nifty gained around 19 percent each in 2023. In 2023, some 57 Indian companies raised around Rs 49,000 crore through mainboard IPOs. And, 27 companies have already obtain… [+3979 chars]",,Moneycontrol,TATAMOTORS,0.0
Navisha Joshi,Gainers Losers: 10 stocks that moved the most on December 29,"About 1758 shares advanced, 1533 shares declined, and 54 shares remained unchanged on December 29.",https://www.moneycontrol.com/news/photos/business/stocks/gainers-losers-10-stocks-that-moved-the-most-on-december-29-5-11974001.html,https://images.moneycontrol.com/static-mcnews/2023/12/Bull-VS-Bear-Stock-Market-770x433.jpg,2023-12-29,"The Indian equity benchmarks closed in red on December 29, Sensex was down 0.23 percent at 72240.26, and the Nifty was down 0.22 percent at 21731.40. About 1758 shares advanced, 1533 shares declined,… [+5966 chars]",,Moneycontrol,TATAMOTORS,0.0
Arushi Mishra,Tata Power inks agreement for supply of green power with Dr. Abhay Firodia group of companies,"Tata Power Renewable Energy Ltd's shares rose 2.18% to Rs 338 on BSE after it finalised a PDA with Dr. Abhay Firodia Group of Companies for 25-year green power supply. Force Motors Ltd will use 6.2 MW AC power, Jaya Hind Industries Pvt Ltd 7 MW AC power. 13.2…",https://www.thehindubusinessline.com/markets/tata-power-inks-agreement-for-captive-solar-plant-with-dr-abhay-firodia-group-of-companies/article67633978.ece,https://bl-i.thgim.com/public/incoming/jeni20/article67194631.ece/alternates/LANDSCAPE_1200/Tata%20Power.jpg,2023-12-13,"Tata Power Renewable Energy Ltds shares were up 2.18 per cent at Rs 338 at 3.15 pm on the BSE, after it finalised a Power Delivery Agreement (PDA) with the Dr. Abhay Firodia Group of Companies, encom… [+874 chars]",,BusinessLine,TATAMOTORS,0.0
,"Tata Motors : Passenger Electric Mobility Ltd. collaborates with leading Charge Point Operators to setup over 10,000 charging stations by FY25 Signs MOU with Chargezone, Glida, Statiq, and Zeon","(marketscreener.com) 
 Press release - December 11, 2023 
 
 Tata Passenger Electric Mobility Ltd. collaborates with leading Charge Point Operators to setup over 10,000 charging stations by FY25
 Signs MOU with Chargezone, Glida, Statiq, and Zeon
 
 
 
 
 
 T…",https://www.marketscreener.com/quote/stock/TATA-MOTORS-LIMITED-46728680/news/Tata-Motors-Passenger-Electric-Mobility-Ltd-collaborates-with-leading-Charge-Point-Operators-to-s-45541845/,https://www.marketscreener.com/images/twitter_MS_fdnoir.png,2023-12-11,"Press release - December 11, 2023 
Tata Passenger Electric Mobility Ltd. collaborates with leading Charge Point Operators to setup over 10,000 charging stations by FY25Signs MOU with Chargezone, Gli… [+6345 chars]",,Marketscreener.com,TATAMOTORS,0.0
,Tata Motors : electrifies Bengaluru's urban commuting with 100 Starbus EVs,"(marketscreener.com) 
 Press release - December 27, 2023 
 
 Tata Motors electrifies Bengaluru's urban commuting with 100 Starbus EVs
 
 
 
 BMTC inducts Tata Motors' state-of-the-art electric buses for comfortable, emission-free mass mobility
 
 
 
 
 
 
 
 …",https://www.marketscreener.com/quote/stock/TATA-MOTORS-LIMITED-46728680/news/Tata-Motors-electrifies-Bengaluru-s-urban-commuting-with-100-Starbus-EVs-45638010/,https://www.marketscreener.com/images/twitter_MS_fdblanc.png,2023-12-27,"Press release - December 27, 2023 
Tata Motors electrifies Bengaluru's urban commuting with 100 Starbus EVs
BMTC inducts Tata Motors' state-of-the-art electric buses for comfortable, emission-free … [+5484 chars]",,Marketscreener.com,TATAMOTORS,0.0
,"Tata Motors : registered total sales of 234,981 units in Q3 FY24","(marketscreener.com) 
 Press release - January 1, 2024 
 
 Tata Motors registered total sales of 234,981 units in Q3 FY24
 
 
 
 
 Total CV Sales of 96,526 units, +1% YoY
 
 
 Total PV Sales of 138,455 units, +5% YoY
 
 
 
 Tata Motors sales in the domestic &…",https://www.marketscreener.com/quote/stock/TATA-MOTORS-LIMITED-46728680/news/Tata-Motors-registered-total-sales-of-234-981-units-in-Q3-FY24-45654455/,https://www.marketscreener.com/images/twitter_MS_fdnoir.png,2024-01-01,"Press release - January 1, 2024 
Tata Motors registered total sales of 234,981 units in Q3 FY24
<ul><li>Total CV Sales of 96,526 units, +1% YoY</li><li>Total PV Sales of 138,455 units, +5% YoY</li>… [+5938 chars]",,Marketscreener.com,TATAMOTORS,0.0
ETMarkets.com,Stock market update: FMCG stocks down as market falls,The 30-share BSE Sensex closed  down  930.88 points at 70506.31,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fmcg-stocks-down-as-market-falls/articleshow/106156161.cms,"https://img.etimg.com/thumb/msid-83800143,width-1200,height-630,imgsize-287158,overlay-etmarkets/photo.jpg",2023-12-20,"NEW DELHI: FMCG shares closed lower in the Wednesday's session. Varun Beverages(up 6.98%), Hatsun Agro Product Ltd(up 4.20%), TATA CONSUMER PRODUCTS(up 1.05%), Britannia Industries(up 0.89%), Heritag… [+1116 chars]",the-times-of-india,The Times of India,TATAMOTORS,1.0
,Tata Motors : Passenger Electric Mobility inaugurates its exclusive .ev stores in Gurugram,"(marketscreener.com) 
 Press release - December 21, 2023 
 
 Tata Passenger Electric Mobility inaugurates its exclusive TATA.ev stores in Gurugram
 
 
 
 ~A differentiated and engaging experience for the EV community
 
 
 
 
 
 
 
 Senior leadership of TPEM a…",https://www.marketscreener.com/quote/stock/TATA-MOTORS-LIMITED-46728680/news/Tata-Motors-Passenger-Electric-Mobility-inaugurates-its-exclusive-ev-stores-in-Gurugram-45617549/,https://www.marketscreener.com/images/twitter_MS_fdnoir.png,2023-12-21,"Press release - December 21, 2023 
Tata Passenger Electric Mobility inaugurates its exclusive TATA.ev stores in Gurugram
~A differentiated and engaging experience for the EV community
Senior leade… [+6712 chars]",,Marketscreener.com,TATAMOTORS,0.0
PTI,D-St investors lose nearly Rs 9 lakh crore in today's market mayhem,"Among the Sensex firms, Tata Steel fell the most by 4.21 per cent. NTPC, Tata Motors, HCL Technologies, Mahindra & Mahindra, State Bank of India, Power Grid, Tech Mahindra, Larsen & Toubro and JSW Steel also declined",https://economictimes.indiatimes.com/markets/stocks/news/bear-attack-equity-investors-become-poorer-by-rs-8-91-lakh-crore-in-single-day/articleshow/106157912.cms,"https://img.etimg.com/thumb/msid-106158259,width-1200,height-630,imgsize-59006,overlay-etmarkets/photo.jpg",2023-12-20,"Equity investors became poorer by Rs 8.91 lakh crore on Wednesday as markets came under a bear attack, with the benchmark Sensex falling almost 931 points after hitting its fresh all-time high level.… [+2173 chars]",the-times-of-india,The Times of India,TATAMOTORS,1.0
ETMarkets.com,Stock market update: Mining stocks down as market falls,The 30-share BSE Sensex closed  down  170.12 points at 72240.26,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-down-as-market-falls/articleshow/106382032.cms,"https://img.etimg.com/thumb/msid-83549420,width-1200,height-630,imgsize-22674,overlay-etmarkets/photo.jpg",2023-12-29,"NEW DELHI: Mining shares closed lower in the Friday's session. NMDC Ltd(up 1.21%) and Sandur Manganese &amp; Iron Ores(up 0.63%) stood among the top gainers. 
Ashapura Minechem(down 1.81%), KIOCL(do… [+1193 chars]",the-times-of-india,The Times of India,TATAMOTORS,0.0
ETMarkets.com,Stock market update: Mining stocks down as market falls,The 30-share BSE Sensex was  down  170.12 points at 72240.26,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-down-as-market-falls/articleshow/106434754.cms,"https://img.etimg.com/thumb/msid-83791939,width-1200,height-630,imgsize-992893,overlay-etmarkets/photo.jpg",2024-01-01,"NEW DELHI: Mining stocks were trading lower on Monday at 10:39AM NMDC Ltd(up 1.21%) and Sandur Manganese &amp; Iron Ores(up 0.63%) were among the top gainers. 
Ashapura Minechem(down 1.81%), KIOCL(d… [+1210 chars]",the-times-of-india,The Times of India,TATAMOTORS,0.0
ndtvprofit.com,2023 A Year Of Records For Indias Stock Markets,"Tata Motors Ltd. stole the spotlight by becoming the only Nifty 50 constituent to double its value in 2023, achieving this feat on the year's final trading day. Other notable gainers included Bajaj Auto Ltd., NTPC Ltd., Larsen & Toubro Ltd., and Coal India Lt…",https://biztoc.com/x/3ebce3c5c1574e9c,https://c.biztoc.com/p/3ebce3c5c1574e9c/og.webp,2023-12-31,"Tata Motors Ltd. stole the spotlight by becoming the only Nifty 50 constituent to double its value in 2023, achieving this feat on the year's final trading day. Other notable gainers included Bajaj A… [+299 chars]",,Biztoc.com,TATAMOTORS,
,General insurers see a surge in claims from flood-hit customers; total value may touch 2015 level,"Chennai floods may not bring substantial insurance claims, but value-wise likely to be as big as 2015; motor claims estimated at 10,000+; insurers relax norms to help flood-hit customers; MSIL sent SMS to 7 lac customers to minimize damage; Tata Motors offers…",https://www.thehindubusinessline.com/todays-paper/tp-money-banking/general-insurers-see-a-surge-in-claims-from-flood-hit-customers-total-value-may-touch-2015-level/article67619229.ece,https://bl-i.thgim.com/public/incoming/ka235h/article67619532.ece/alternates/LANDSCAPE_1200/IMG_R_RAGU_2_1_K8C47H6M.jpg,2023-12-08,"Amid widespread havoc caused by the Michaung cyclone and floods in Chennai and its suburbs, the number of insurance claims may not be substantial this time when compared with the 2015 floods, but val… [+4170 chars]",,BusinessLine,TATAMOTORS,1.0
G Balachandar,General insurers see a surge in claims from flood-hit customers; total value may touch 2015 level,"Chennai floods may not bring substantial insurance claims, but value-wise likely to be as big as 2015; motor claims estimated at 10,000+; insurers relax norms to help flood-hit customers; MSIL sent SMS to 7 lac customers to minimize damage; Tata Motors offers…",https://www.thehindubusinessline.com/money-and-banking/general-insurers-see-a-surge-in-claims-from-flood-hit-customers-total-value-may-touch-2015-level/article67619229.ece,https://bl-i.thgim.com/public/incoming/ka235h/article67619532.ece/alternates/LANDSCAPE_1200/IMG_R_RAGU_2_1_K8C47H6M.jpg,2023-12-08,"Amid widespread havoc caused by the Michaung cyclone and floods in Chennai and its suburbs, the number of insurance claims may not be substantial this time when compared with the 2015 floods, but val… [+4263 chars]",,BusinessLine,TATAMOTORS,1.0
ETMarkets.com,Stock market update: Fertilisers stocks down as market falls,The 30-share BSE Sensex closed  down  930.88 points at 70506.31,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fertilisers-stocks-down-as-market-falls/articleshow/106155293.cms,"https://img.etimg.com/thumb/msid-83791939,width-1200,height-630,imgsize-992893,overlay-etmarkets/photo.jpg",2023-12-20,"NEW DELHI: Fertilisers shares closed lower in the Wednesday's session. Nagarjuna Fertilizers &amp; Chem(up 0.47%) stood among the top gainers. 
Madras Fertlizers(down 8.81%), Aries Agro(down 8.80%),… [+1064 chars]",the-times-of-india,The Times of India,TATAMOTORS,1.0
